0,0.9484847695234124
1,1.1024704822419271
2,1.781847708408517
3,3.389021479713604
4,6.414899120538024
5,7.450254511800093
6,9.963898916967509
7,10.48728813559322
8,10.21671826625387
9,9.782608695652174
10,11.38211382113821
11,9.956709956709958
12,10.301507537688442
13,11.363636363636363
14,14.685314685314685
15,25.65217391304348
16,29.14798206278027
17,32.038834951456316
18,32.35294117647059
19,27.167630057803464
20,26.627218934911244
21,27.464788732394368
22,25.396825396825395
23,26.72413793103448
24,25.742574257425744
25,28.735632183908045
26,25.555555555555554
27,24.691358024691358
28,20.0
29,25.71428571428571
30,24.285714285714285
31,27.27272727272727
32,25.423728813559322
33,18.51851851851852
34,28.125
35,29.78723404255319
36,36.53846153846153
37,35.08771929824561
38,16.0
39,14.285714285714285
40,17.142857142857142
41,30.434782608695656
42,36.206896551724135
43,9.433962264150944
44,23.25581395348837
45,23.076923076923077
46,34.61538461538461
47,33.33333333333333
48,38.46153846153847
49,34.21052631578947
50,28.846153846153843
51,30.0
52,31.25
53,32.55813953488372
54,28.26086956521739
55,40.476190476190474
56,33.33333333333333
57,29.268292682926827
58,34.69387755102041
59,29.72972972972973
60,31.914893617021278
61,21.73913043478261
62,36.17021276595745
63,34.883720930232556
64,42.0
65,40.476190476190474
66,44.18604651162791
67,64.0
68,48.93617021276596
69,44.680851063829785
70,44.0
71,40.0
72,57.692307692307686
73,39.39393939393939
74,37.5
75,30.434782608695656
76,54.054054054054056
77,42.30769230769231
78,33.33333333333333
79,33.33333333333333
80,46.42857142857143
81,41.17647058823529
82,52.5
83,35.13513513513514
84,43.75
85,40.0
86,41.37931034482759
87,25.0
88,20.833333333333336
89,6.25
90,33.33333333333333
91,24.137931034482758
92,14.285714285714285
93,28.947368421052634
94,13.513513513513514
95,26.923076923076923
96,45.45454545454545
97,52.63157894736842
98,16.129032258064516
99,6.25
100,39.23705722070845
